Summary,Dominant Topic
"disappeared shortly taking . wreckage found 2 south gabriel ’ runaway , amazon forest , 2 days later . mechanical failure takoff . remote area without atc radar .",3
"crusing altitude , one hour taking , suddenly exploded midair unknown reasons .",3
caroni river shortly taking .,0
three minutes taking buenos aires airport crew reported technical problem asked turn around . cleared land runway 17 30 km southwest buenos aires .,0
"approach positioning , poor weather , crew decided go-around turned left struck 1,600 ft. hill .",8
"approach 18 minute holding pattern snowstorm highway coming rest alkali lake located short runway . pilot 's failure maintain control . contributing factors include pilot 's failure divert alternate airport , inadvertent stall , snow icing conditions .",9
helicopter corn field ferrying troops fallujah baghdad . ch-47 helicopter belonged 12th aviation brigade . helicopter shot shoulder-fired missile .,9
right engine failed one minute takeoff . pilot declared emergency made forced landing cane field . hit ridge slid approximately 100 ft. coming rest . attendant one passenger received fatal injuries .,3
helicopter remote outback colliding terrain . helicopter destroyed post crash fire . visual meteorological conditions prevailed time accident .,3
"struck trees one mile short runway . pilot-in-command 's failure maintain proper glidepath alignment ils approach poor weather resulting collision trees terrain . contributing factors unreliable status primary ( nav 1 ) ils receiver ( leaving pilot secondary ( nav 2 ) ils receiver ) , low ceilings trees .",3
suffered blowout tire taking second time aborting first takeoff . pilot able stop overran runway small market square,1
blackwater lake shortly taking remote landing strip .,2
"approach , obtained authorization descend 23,000 7,000 ft. disappeared radar screen struck mountain . wreckage found 5 days later .",7
"cruising 24,000 ft. crew declared emergency tried return chino airport suddenly nose dived mojave desert . loss airplane control undetermined reasons .",9
"b-727 barely able climb taking cotonou airport . landing gear struck building housing electronics , barrier fence broke along shoreline adjacent airport . overloaded 10 tons improperly distributed .",3
"shortly taking , red , 7 south airport . mostly french tourists board heading home holidays . pilot spatial disorientation .",7
"attempting land heavy fog . struck stanchion approach lights flipped , hitting outside wall surrounding landing area .",9
"pilot reported trouble shortly taking pelee island . single engine lake erie one third mile west pelee island snow showers freezing rain . overloaded 1,270 lbs . addition , cessna 's surfaces laden ice .",3
"approach night , crew lost contact ground sand storm . struck mountain located 10 km short runway threshold .",1
"twin engine southern mountains bosnia poor weather conditions , minutes away landing mostar . macedonian president , boris trajkovski , 47 , killed along 6 aids . pilot error . two-man crew misinterpreted crucial data stormy weather .",9
"approach , 2 short runway attempting emergency landing sharjah . midway two residential compounds . data recorder showed two engines went reverse 10 seconds accident .",3
"ambulance cagliari-elmas airport 2 doctors , 2 nurses 2 crew aboard . approach , struck mountain 3,000 ft. , airport .",1
"alitiude ft. preparing land went nose attitude , stalled . investigation could conclusively determine reason excessive nose-up pitch departure controlled .",9
"shortly taking climbing 150 , pitch field 4 km airport .",0
"final approach night , near interstate 15 , half- a-mile short runway .",9
"experienced fire right engine led ditching . sank 1,000 ft. water copilot rescued captain never found .",3
approach turn pilot suffered sudden cardiadeath . half way turn airplane began gradual descent impacted ground . airplane broke burst flames . pilot willfully deceived medical examiners suppressed medical information ingested inappropriate medications deteriorating dangerous health condition .,3
engine failure takeoff . cause engine failure could determined .,3
"helicopter impacted terrain maneuvering reduced visibility conditions . pilot 's inadvertent encounter adverse weather , resulted pilot failing maintain terrain clearance . contributing factors dark night conditions , pilot 's inadequate preflight preparation planning , pressure complete mission induced pilot result nature ems mission .",3
"destroyed following loss control cruise altitude 23,000 ft. encountering unfavorable weather conditions .",1
", collided awakapa tepuy hill altitude 7,000 poor weather .",8
approach hit ground 300 ft. short runway .,1
"seconds taking . mission delivering humanitarian aid sudan . shifted takeoff , causing cg change stall crash .",3
flying thunderstorm hit side mountain . one survivor died hours accident .,7
"dropped radar manaus ' eduardo gomes international airport 10 runway suspended landing procedures allow another carrying sick people way hospital land . dense jungle , making difficult rescue crews reach wreckage .",3
stalled near end runway attempting take . overloaded .,3
"two minutes takeoff climbing , stalled field 10 km airport .",2
collided another let 410 operator . first killing pilots second made safe landing .,4
"approach lukla , lamjura hill heavy cloud cover . hazardous behavior attitudes captain over-confidence , care-free , non-compliance regulations caused accident .",0
nosedived 100 meters beach shortly taking leon mba international airport . engine failure forced back towards airport .,3
taking climbing crew noticed oil low pressure reading decided return belo horizonte . completing turn entered dive burned .,9
helicopter slope mountain forested area . helicopter took sierra leone capital never arrived destination western city kailahun .,7
"lifting runway air ambulance pitched vertically , nose lowered , wings rocked side side . lane veered right impacted ground broke . airport worker killed hit left engine .",9
"approaching ticonderoga airport good weather conditions , twin engine hit trees wooded areas old fort mountain 4.5 sw airport . reason occurrence undetermined .",1
"approach p-31 oil rig , altitude , alarm sounded left turbine loud noise . main rotor right turbine lost rotation helicopter .",1
diverted yongai airport bad weather collided trees crashed.the loadmaster rescued day later .,8
"approach night , , crew reported engine trouble . shortly golf course short runway 36r . fuel starvation resulting captain 's decision follow approved fuel crossfeed procedures . contributing accident captain 's inadequate preflight planning , subsequent distraction , contributing accident flightcrew 's failure monitor fuel gauges recognize airplane 's changing handling characteristics caused fuel imbalance .",9
", carrying mail behalf u.s. postal service side big baldy mountain poor weather . pilot 's failure maintain adequate terrain clearance cruise , resulted in-flight collision mountainous terrain . dark night conditions mountainous terrain contributing factors .",7
"11,000 ft. nyarigongo volcano 8,4500 ft. bad weather ten minutes taking .",1
"air trafficontrollers lost contact returning caribbean island la orchila descending 9,500 ft. mountainous region northeastern venezuela thunderstorms . carrying mixture military civilian passengers .",5
19 minutes taking moscow . almost simultaneously volga-avia express tupolov134 22:56. detonation exposive device aboard .,3
26 minutes taking moscow . witnesses stated saw explode midair crashing . almost simultaneously sibir tupolov154 22:59. detonation exposive device aboard .,3
"thirty minutes departure mcgrath , pilot encountered low visibility due smoke fog . deciding fly lower altitude , struck trees forest . rescue teams found bodies survivors 2 days later . pilot 's inadequate in-flight planning/decision making , continued vfr instrument meteorological conditions , failure maintain obstacle clearance . factors contributing accident low ceilings due smoke , rain , mist .",3
final approach wooded area 3 km runway destroyed .,9
"helicopter aegean , 5.5 nautical halkidiki peninsula . patriarch petros vii alexandria , egypt , spiritual leader orthodox christians throughout africa , killed along clergy .",1
"hit heavy rain shower losing control crashing toruuguero lagoon . pilot 's improper inflight planning resulted inflight encounter weather ( low ceilings thunderstorms ) , loss control , inflight collision ocean uncontrolled descent .",1
reported engine failure tried divert nearest airport burned wooded area 50 km kaduqli .,3
"final approach , struck light pole located 1.5 mile short runway 04 thick fog nearby field . crew 's failure adequately monitor cross check instruments approach . contributing accident crew 's failure select instrument landing system frequency timely manner adhere approved company approach procedures , including stabilized approach criteria .",9
"mountain 80 west bagram . wreckage site located 14,000 ft. level 16,739 ft. mountain . crew deliberately avoided standard took joy ride another direction , eventually becoming trapped canyon slamming mountainside .",1
"night repositioning , , stick shaker activated several times entered aerodynamistall . almost simultaneously engines stopped . crew declared emergency make airport , broke . pc : pilots ' unprofessional behavior , deviation standard operating procedures , poor airmanship , resulted in-flight emergency unable recover , part pilots ' inadequate training pilots ' failure prepare emergency landing timely manner , including communicating air trafficontrollers immediately emergency loss engines availability landing sites pilots ' failure achieve maintain target airspeed double engine failure checklist , caused engine cores stop rotating resulted core lock engine condition . contributing accident engine core lock condition , prevented least one engine restarted , airplane manuals communicate pilots importance maintaining minimum airspeed keep engine cores rotating .",3
"gain altitude ran end runway forest . 's lower aft fuselage struck berm supporting localizer antenna , resulting tail separating , rendering uncontrollable . incorrect v speeds thrust setting low enable take safely actual weight . pilots mka1602 carry gross error check accordance company 's standard operating procedures ( sops ) , incorrect take-off performance data detected . crew fatigue .",9
"descent poor weather , struck mountain near airport .",1
"minutes takeoff , struck side tagbao mountain kilometers airport .",3
"turboprop 4 south kirksville approach kirksville municipal airport . clipped tree tops crashing belly wooded area . data show descending climbing slightly last four seconds impact . lacked modern terrain warning system would required equipment next year . pilots ' failure follow established procedures properly conduct nonprecision instrument approach night instrument meteorological conditions , including descent minimum descent altitude required visual cues available ( continued unmoderated airplane struck trees ) failure adhere established division duties flying nonflying pilots . contributing accident pilots ' failure make standard callouts current federal aviation regulations allow pilots descend mda region safe obstacle clearance assured based upon seeing airport approach lights . pilots ' failure establish maintain professional demeanor fatigue likely contributed degraded performance .",9
"struck steep incline bull mountain area seven blue ridge regional airport heavy fog . wreckage confined area approximately ft. long . killed crash members hendrick motorsports racing team including son , brother two nieces owner rick hendrick . failure crew properly execute published instrument approach procedure . contributing cause crew 's failure use navigational aids confirm monitor position approach .",9
"two minutes taking , air ambulance otay peak , isolated area mountains , 8 east brown field municipal airport . dark night visual conditions prevailed . controller 's minimum safe altitude warning system issued alert last two radar returns . air trafficontroller failed alert crew altitude warnings track fly mountain . controller identified airplane radar screen instructed crew members expect clearance 5,000 , issued heading resulted track directly mountains . mountain 3,556 altitude . also , crew follow recommended departure procedures taking night mountainous terrain . failure flightcrew maintain terrain clearance vfr departure , resulted controlled terrain , air trafficontroller 's issuance clearance transferred responsibility terrain clearance fllightcrew controller . controller 's failure provide terrain clearance instructions flightcrew , failure advise flightcrew minimum safe altitude warning alerts . contributing accident pilots ' fatigue likely contributed degraded decision making .",3
"arriving runway 09 simon bolivar airport departed right side runway cashed airport fire house . weather time accident poor , low ceiling torrential rain .",1
"frozen lake nanhai park , 10 seconds taking . ice pollution wings led accident . failure deice .",9
"attempting take r31 , skidded sideways runway went perimeter fence , ripping cockpit fuselage bursting flames . light snow falling fog reduced visibility time accident . also , pilot chose take 7,500 ft. runway rather wait 10,000 ft. runway plowed . youngest son nbc sports chairman dick ebersol actress susan saint james killed . st. james exited accident vehicle took . flightcrew 's failure ensure airplane 's wings free ice snow contamination accumulated airplane ground , resulted attempted takeoff upper wing contamination induced subsequent stall collision ground . factor contributing accident pilots ' lack experience flying winter weather conditions .",9
"attempting land , overran runway airport barrier fence , rice field , broke two came rest cemetery , 300 meters beyond runway . bad weather malfunctioning spoiler may caused crash .",3
shortly taking lost altitude howell island airport . maintenance facility failed properly install inspect elevator trim system resulting reversed elevator trim condition pilot 's failure maintain clearance terrain . contributing factors included dark night low ceiling .,3
burned approach runway 31 friedman memorial airport . pilot 's failure maintain control approach landing icing conditions . inadequate airspeed factor .,3
destroyed upon impact terrain . visual meteorological conditions prevailed visual rules ( vfr ) plan filed .,3
mountainous terrain .,7
"crew performing mail total linhas aéreas sao paulo-guarulhos airport uberaba . final approach night , houses located short runway burned .",9
forward emergency exit opened causing one crew members sucked . emergency landing made jeddah .,3
helicopter counter-narcotics mission heavy fog .,7
disappeared radar attempting land . hill 6 destination . poor weather conditions existed time accident .,7
"diverted keene due poor weather . final approach night , hit ground short runway 02 destroyed .",1
helicopter rain sandstorm .,1
attempting land snowstorm turned left descended mile airport .,8
"flying low level hit enemy fire . right wing separated fuselage lost control , destroyed .",9
"unable land kabul blizzard , crew tried reach peshawar , pakistan 11,000 ft. chaperi mountain near kabul .",3
"developing fuel system problems carrying humanitarian goods , advised land aad babaker . make 15 km east khartoum .",2
"mountains encountering severe turbulence en-route fl90 . pilots in-flight loss control due 's encounter unformatted localized mountain wave activity severe potentially extreme turbulence , downdrafts rotors . pilot 's in-flight loss control due 's encounter unforecasted localized mountain wave activity severe potentially extreme turbulence , downdrafts , rotors .",1
"approach business descended imc left wing contacted ground . field burned . pilots failed notice airplane slowed unsafe speed allowed stall . addition , thin layer ice 's wings . crew 's failure effectively monitor maintain airspeed comply procedures deice boot activation approach , caused aerodynamistall recover . contributing accident faa 's failure establish adequate certification requirements icing conditions , led inadequate stall warning margin provided airplane 's stall warning system .",9
approach runway 29 mountain .,9
"final approach , 100 meters shore , 400 meters short runway .",9
wooded area short runway destroyed .,3
"final approach , air ambulance night poor visibility .",8
"russian turboprop carrying oil workers , ground caught fire final approach varandey heavy fog . ’ crew tried make emergency landing five kilometers away airport . moment touched ground , fell one side broke caught fire . pilot error . lack coordination among crew blinding whiteness snow disoriented pilots , apparently causing perform wrong maneuver .",3
", takeoff climbing lost altitude lake victoria .",1
small airliner taking colombian caribbean island old providence . climbed height 100 lost control hill .,3
training mission mountainous area destroyed .,7
one hour . wreckage found 5 days later .,7
soon experiencing hard landing engine began burning taxiing . skidded runway fell kan river . one passenger 's infant fell river drowned exiting .,3
"taking training , twin engine stalled near petroleum facility near airport .",9
field .,9
heading town isiro lost radio contact . returning kisangani propeller hit tree lost control .,9
"preparing land remote aboriginal community lockhart river cape york peninsula . flying heavy rain strong winds . wreckage found rugged rainforest terrain . controled terrain . crew react mountain rising . copilot , flying , qualified undertake instrument landing approach attempted , rnav ( gnss ) approach .",9
charter minutes takeoff unkown circumstances .,1
routine operations delivering military supplies food drought-stricken parts southern western provinces zambia accident occurred . took lusaka safely reached livingstone mongu . taken mongu way back lusaka .,9
mountains dense forest . lost contact tower 30 minutes taking goma . wreckage found bottom cliff .,7
takeoff fire erupted . 1 engine . crew aborted takeoff end runway .,3
"airliner disappeared radar dense jungle shortly taking malabala . witness saw flames coming side shortly take-off . tilted fell , skidded trees distance half mile . overloaded . built accommodate maximum 48 passengers .",3
"landed almost half-way runway 24 , overran runway , broke two caught fire . severe thunderstorms time landing rain , lightning hail . 309 aboard escaped . 43 injuries . pilot landed far rain-slick runway making virtually impossible stop ran runway . addition , reverse thrust employed 17 seconds wheels touched .",3
"developed engine trouble bari italy djerba , tunisia crew contacted palermo atc emergency landing ditched approximately 19 north palermo . pilot reported engines failed . fuel starvation . maintenance crew incorrectly installed fuel gauge atr-42 atr-72 . instruments look similar .",3
"helicopter 3 coast near island naissaar , disappeared tallinn atc radar 3 minutes take-off tallinn gusty wind conditions .",3
"flying fl340 towards athens crew reported problems air conditioning system . airliner entered greek airspace atc lost contact . two greek f-16 fighters dispatched intercept . f-16 pilots reported one pilot cockpit slumped controls . also said oxygen masks deployed cabin . continued programmed holding pattern coast greece flew circles two hours . meanwhile , least two attendants stayed awake using portable oxygen bottles could n't get locked , terrorist-proof cockpit door . one engine failed fuel starvation computer-controlled systems aboard unlocked door . continued track mountainous terrain 25 north athens . cvr tapes showed student pilot/flight attendant , andreas prodromos , controls tried send mayday message twice radio set wrong frequency . cabin pressure control left manual , instead auto position maintenance workers . error picked two pilots three subsequent check lists . failed respond warnings oxygen masks fell passenger cabin eventually led two pilots losing consciousness crashing .",3
", crew reported engine trouble engines planed divert caracas . began losing altitude eventually sierra perija mountains columbian-venezuelan border . autopilot might reduced engine power much rapid climb fl330 , allowing airspeed bleed point stall . also data recorder showed rather push nose recover stall , pilots held yoke chests way ground .",3
"land pucallpa ran strong winds tropical storm . pilot tried make emergency landing without landing gear road near jungle airport . , broke caught fire 2 airport .",3
"approach runway 31 hit trees , burned .",9
"seconds taking jetliner shook violently , veered left residential neighborhood yards past end runway .",9
", witness saw lose altitude crash ground disintegrate pieces north brazzaville . weather poor thunderstorms strong winds .",7
", positioning , wooded area shortly taking .",7
"mount morrocoy , 5 airport shortly taking . wreckage found two days later .",7
"avoiding another helicopter , helicopter headed heavy rainstorm . entering turn airspeed dropped zero helicopter descended rapidly hit water bounced hit water . pilot 's decision continue adverse weather conditions , resulted loss control due encounter microburst . contributing accident inadequate faa surveillance special federal aviation regulation 71 operating restrictions . contributing loss life accident lack helicopter flotation equipment .",9
carrying troops made hard landing causing landing gear penetrate fuselage . two passengers killed exited ran propellers still turning .,9
"soon taking encountered icing conditions pilot tried return airport make crashing canadian national main railway track . in-flight icing conditions 's performance deteriorated unable maintain altitude . also , overloaded 288 pounds normal weather conditions , 488 icing .",3
tower lost sight contact five minutes taking murtala muhammad international airport . 30 north lagos . storm passing airport time took .,3
"descending landing domodedovo airport snowstorm , forest 6 northeast stupino . icing conditions reported time accident .",7
military apartment building azari district taking mehrabad airport . suffered engine failure attempting return emergency landing .,3
"jetliner slid runway 13c chicago 's midway airport , went airport boundary fence two vehicles nearby intersection , killing young 6- year-old boy . heavy snow falling time accident . circled airport 30 35 minutes attempting land . pilots ' failure use available reverse thrust timely manner safely slow stop airplane landing , resulted runway overrun . failure occurred pilots ' first experience lack familiarity airplane 's autobrake system distracted thrust reverser usage challenging landing . contributing accident southwest airline 's 1 ) failure provide pilots clear consistent guidance training regarding company policies procedures related arrival landing distance calculations ; 2 ) programming design onboard performance computer , present inherent assumptions program critical pilot decision making ; 3 ) plan implement new autobrake procedures without familiarization period ; 4 ) failure include margin safety arrival assessment account operational uncertainties . also contributing accident pilots ' failure divert another airport given reports included poor braking action tailwind component greater 5 knots . contributing severity accident absence engineering materials arresting system , needed limited runway safety area beyond departure end runway 31c .",3
"crash-landed burst flames lightning storm attempting land port harcourt airport . pilot error . crew 's decision continue approach decision altitude without runway sight . recommended improve training nigerian pilots recognize recover adverse weather conditions including windshear . also , airports equipped instruments detect windshear .",1
"seaplane miami beach next jetty taking . explosion fire right wing separated prior impacting water . examination wreckage revealed fatigue cracks right wing . failure chalk 's ocean airways ' maintenance program identify properly repair fatigue cracks wing , failure faa detect correct deficiencies company 's maintenance program . although 16-inch crack wing patched , significant flaw nearby support beam n't repaired . carrier record patching crack .",9
along shore caspian 8 minutes taking baku . instrument failure left crew unable control .,9
struck mountain seven minutes scheduled land remote indonesian province papua .,2
"final approach open field 2,200 short runway threshold . scheduled pick passengers trip carlsbad . pilot 's inadequate compensation gusty crosswind condition failure maintain adequate airspeed maneuvering steep turn close ground .",8
"positionning sheremetyevo kharkov pick passengers , final approach , frozen lake 3 km runway threshold .",8
carrying humanitarian relief items shortly takeoff . cause determined engine failure overweight improperly balanced .,9
"flyby check stuck landing gear , suffered double engine flame-out field poor weather conditions .",1
"carrying peacekeeping soldiers snowy forest altitude 2,300 taking wrong path . 18 destination kosice . pilot error . pilot chose land without help airport 's radars , relying visual contact airport .",3
"pilot issued mayday experiencing engine trouble asked divert port alberni airport vancouver island mountainous wooded area , 6 airport runway .",3
"test . flying formation another taking pictures left wing impacted left wing engine . lost contorl , burned . crew failed maintain clearance another turned break formation maneuvering . contributing accident decision crews fly formation .",9
"pilot reported asymmetrifuel condition . pilot asked lower altitude controllers cleared 4,000 . minute later pilot transmitted six 'maydays . ' airplane descended near vertical dive pasture . pilot 's inflight loss control following reported fuel asymmetry condition undetermined reasons .",9
"approaching noain airport bad weather conditions , twin engine sierra tajonar mountain range . copilot passenger killed .",9
", , delivering humanitarian aid , flew terrain broke .",9
trees 7 nm airport attempting land bert mooney airport . wreckage found 2 days later . second pilot 's failure follow published instrument approach procedure captain 's inadequate supervision . snow mountain obscuration factors .,9
lost altitude shortly taking building .,1
"twenty minutes taking macaé , disappeared radar . crew flying vfr poor weather conditions changed attempting fly coast . wooded area , exploded burned .",1
approach airplane flew side mount marsabit obscured clouds .,7
"upon arrival , crew indicated technical problem atc minutes later open field located near n'djamena ,",3
"shortly takeoff , pilot made sharp manuvers lost control 1 km airport . according russian authorities , unauthorized illegal .",1
carrying u.s. anti-narcotics officials attempting land bost airport lashkar gah . overran runway residential area trying avoid truck pulled onto runway . pilot pulled avoid hitting truck unable gain sufficient speed remain airborne .,3
"behalf united nations , east side margarita 's peak.the crew operate indicated submitted plan . instead , crew opted use administrative planning data execute direct gps led high terrain clouds low visibility , resulting controlled terrain .",8
jetliner black broke driving rain low visibility making second attempt land . disappeared radar screens four shore making turn heading toward adler airport landing . pilot error . pilots airbus-320 allowed descend low faced bad weather approach airport .,9
"climbout touch-and-go landing , veered left , lost altitude wooded area 1 nm northwest airport .",3
disappeared radar screens approach são tomé island . km shore .,9
"charter jet registered religious broadcaster pat robinson heavy fog long island sound , half mile short runway , making approach land groton-new london airport . pilots killed three passengers aboard survived . robertson aboard . crew 's failure properly monitor airplane 's altitude , resulted captain 's inadvertent descent airplane water . contributing accident foggy weather conditions , captain 's decision descend decision height without sufficient visual cues .",3
"witnesses said heard explosion reached crash site found mountain main body destroyed section bamboo forest , tail dropped onto nearby fields . 125 southwest shanghai . caused icing , flying several icy regions overloaded ..",3
"following highway mountain pass fog struck mountain . pilot 's vfr imc subsequent failure maintain terrain clearance . pilot 's inadequate inflight planning/decision , mountain obscuration , trees high terrain factors .",7
"military trees past end runway tried land night unlit airport . chadian rebels however , claim shot surface-to-air missile . pilot copilot survived .",8
mountain east side airport pilot executed go-around . accident happened 1 kilometer airport .,3
"final approach , hit 2 trees field destroyed . pilot died short time rescued .",8
single-engine sightseeing seaplane came rail yard burst flames . pilot tried make emergency landing engine failed . passenger pilot survived serious burns .,3
engine failure struck hill lost altitude .,3
"landing irkutsk international airport rain low visibility veered overran runway , struck building burst flames . reported traveling high rate speed landed . crew error . mistaken uncontrolled actions crew stage slowing landing . unintentional uncontrolled movement one engines , detected crew time .",3
"lost engine take , struck power lines wheat field bursting flames .",9
flying low cloud poor weather conditions approached airport bukavu clipped mountainside plunged forest flames 9 short runway .,1
final approach hit antenna tower . fog poor visibility prevailed time accident .,8
"flying benningham weekly maintenance diverted albany poor visibility . aborted first try circled another attempt struck mountainside . pilot 's misinterpretation airplane 's position relative final approach fix , resulted displacement descent profile 6 nautical subsequent controlled rising terrain . contributing accident low clouds .",9
vicinity thunderstorms .,3
"disappeared radar shortly making distress call . distress call made fl330 fl100 . reportly fire . field , 30 north donetsk broke-up . weather forecasters reported thunderstorms lightning area time crash . crew pushed beyond limits attempted fly around thunder storm . crew steered manual control angle attack beyond critical resulted stall subsequent transition flat spin collision ground . crew 's steering manual control angle attack beyond critical resulted stall subsequent transition flat spin collision ground .",9
"jet commuter third three airplanes take morning . previous two planes took runway 22 without problems . flightcrew cleard taxi runway 22 subsequently cleared takeoff . however , 5191 used runway 26 , half length runway 22. accelerated 137 knots befoe ran end runway , ran airport perimeter fence impacted trees adjacent horse farm burst flames . takeoff sequence took 36 seconds . still ground ran runway.the came rest 1,800 past runway . dark light rain time accident . copilot controls captain taxied position take . copilot lone survivor . crew 's failure use available cues aids identify airplane 's location airport surface taxi failure cross check verify airplane correct runway takeoff . contributing accident crew 's nonpertinent conversation taxi , resulted loss positional awareness federal aviation administration 's failure require runway crossings authorized specifiair trafficontrol clearances .",3
attempting land . 's left wing may come contact ground causing skid runway catch fire .,8
nato supporting 12 west kandahar crew reported technical problems . accident likely caused ignited fuel leak .,3
"eleven high ranking officers killed helicopter ground , split two caught fire . north ossetian militant group called kataib al-khoul claimed responsibility shooting helicopter .",3
"military less 20 minutes end one-hour , 18 nm destination . ten top ranking military officials killed crash . weather poor time accident .",3
"disappeared radar 16:50 leaving manaus 15:35 , scheduled arrive brasilia 18:12. jetliner collided embraer emb-135bj legaacy 600 business jet . embraer able land safely serra cachimbo damaged wing tail . five passengers two crew members injured . recorder transcript executive jet showed pilots told brazilian air trafficontrol fly altitude boeing 737 planes collided . brazilian air force investigation concluded switched-off transponder emb-135 contributed crash . report also said controllers failed alert pilots collision course failed notice transponder turned .",3
"attempting land , charter skidded end runway , slid embankment caught fire . one survivor seriously hurt , eleven others seriously injured .",3
"belonging uzbekistan airways carrying uzbek servicemen , losing control attempting land poor weather conditions . 's final approach , fog reduced visibility descended mda . airport .",1
jetliner corn field mile end runway attempting take abuja . pilot heed air trafficontrollers ' advice depart stormy weather .,8
"losing right engine critical point takeoff . stalled , veered right flames . three survivors later died hospital .",3
"air ambulance repositioning loma linda medical center home base victorville . pilot two crew members killed . patients aboard . pilot 's inadvertent encounter instrument meteorological conditions subsequent failure maintain terrain clearance . contributing accident dark night conditions , fog , mountainous terrain .",3
"charter hilly terrain 18 northeast port heiden . weather time crash mostly cloudy winds gusting 29 mph 6 visibility . pilot 's failure maintain control airplane cruise , resulted uncontrolled descent , in-flight collision snow-covered terrain . contributing accident pilot 's spatial disorientation , dark night conditions .",3
"pilot chose initiate take metres beyond threshold runway 31 certain condition runway behind position . chose apply full power brakes leaned mixtures initiating take roll . rolled take pilot reported felt acceleration/deceleration effects caused undulations wetness runway . target rotation speed 105kt . however , pilot rotate around 96kt became imminent remaining runway length enough stop . shortly take pilot felt complete lack acceleration lower nose order increase airspeed . , collided roof house located metres beyond threshold runway 13. subsequently collided 3 houses electripole live cables broke .",9
"flying fl350 airliner went missing surabaya manado poor weather conditions pilot reported strong winds . wreckage found 5 south parepare . accident caused autopilot accidentally disconnected . two pilots trying fix problem 's navigation instruments disconnected autopilot lost control . without autopilot , went control , listing right pitching .",9
"pilot attempted land using full flaps touched halfway runway . aborted landing applied power take . struck trees beyond end runway . airport served 2,300 foot runway significant downslope one end . runway exposed recent heavy rain .",9
"fog attempting land second time balad air base . first attempt land aborted , 2.5km short runway.the carrying turkish construction workers .",8
"burst flames rural hilly area 15 miguel hidalgo airport , guadalajara , mexico .",3
"business jet half-mile north runway attempting take positioning long beach . emergency board trying return airport . pilot copilot killed . pilot 's failure maintain adequate airspeed initial climb resulting inadvertent stall/spin . contributing accident second pilots inadequate preflight , failure properly secure front baggage door , front left baggage door opening , likely distracted first pilot .",3
helicopter northeast baghdad .,5
"crew abandoned takeoff loss engine due bird ingestion . jet overshot runway collided truck , killing driver . landing gear sheared came rest field .",3
"final approach , charter short runway , killing pilot nephew turks & caicos premier .",9
unknown circumstances 15 north bozeman attempting land . positioning . pilot 's failure maintain adequate altitude descent rate night visual approach . dark night conditions mountainous terrain factors accident .,1
"attempting land , overshot runway , airport barrier fence burst flames . cockpit voice recorder revealed pilot co-pilot arguing speed wing flap angles moments crash . investigator stated passenger jet flying 265 mph , almost double normal landing speed , attempting land .",3
"helicopter kauai shortly pilot radioed problems hydraulics . helicopter hit ground yards 's normal landing pad . failure maintenance personnel properly tighten ( torque ) control servo lower attachment clevis , reinstall functioning lock washer , resulted control disconnect complete loss helicopter control . contributing accident operator 's failure ensure maintenance program executed accordance federal regulations .",9
"helicopter flying low near coast loud bang parts , including tail rotor , fell ocean . helicopter hit trees fence spiraled open field.the fatigue failure tail rotor blade root fitting due manufacturing defect resulted separation tail rotor system loss tail rotor control . contributing factor accident trees helicopter struck autorotation .",9
"fifteen minutes arriving destination crew informed atc technical problem losing altitude . minutes later , twin engine open field .",3
"attempting land heavy fog , airplane contacted ground 400 short runway . left wing hit ground separated fuselage . rolled inverted fuselage broke apart . controllers ' failure warn crew worsening weather crew 's erroneous decision land despite poor visibility .",9
", carrying african peacekeepers , struck anti-aircraft missile shortly taking mogadishu airport . lost wing indian ocean shortly thereafter eastern outskirts mogadishu .",2
landed kato could take bad weather . twenty minutes eventually taking mountains . mother five-year-old son walked 16 hours guyana 's jungle safety surviving crash .,3
helicopter carrying missiion two rotor blade struck object attempting land . conflicting reports say helicopter may shot chechnyan rebels .,5
"dense , swampy forested area , 5 km douala airport , moments taking stormy weather . six months old .",7
"collided truck attempting make emergency landing road . french soldiers aboard sinai 's peacekeeping force , multinational force & observers .",3
engine caught fire shortly taking . emergency return attempt airstrip unsuccessful nearby forest .,3
dense jungle shortly taking pampa hermosa . hit hill split two .,7
helicopter burned airport runway attempting land . shuttling passengers sierra leone 's coastal capital freetown lungi airport .,3
"pilot issued distress signal within five minutes taking general mitchell international airport milwaukee , requesting emergency return airport . lake michigan two shore . carrying organ transplant team . pilot reported atc runaway trim prior accident .",3
"forest fire , helicopter dense forest mountain altitude 6,100 .",3
sightseeing fog poor weather . wreckage found ravine villagers . five british tourists along pilot killed .,7
shortly taking swamp coming rest upside . parliment member democratirepubliof congo killed .,9
"phnom damrey mountain elevation 1,640 , 5 minutes destination sihanoukville .",7
"blew two tires landing , causing one wing dip touch runway . veered control , overran runway cars building .",9
"small jet blew tire failed take , barreling onto culiacán-navolato highway crashing cars , coming stop hitting building .",1
missed runway approach sightseeing trip .,8
twin engine shortly taking gravel airstrip muncho lake . one passenger killed .,7
"jet airliner attempting land heavy rain congonhas airport . skidded end runway across major roadway struck gas station building , bursting flames . one hundred seventy passengers crew six aboard .",9
shortly taking engine failed . pilot trying return emergency landing .,3
"single engine onto heavily forested mountain , 30 east ketchican sightseeing trip misty fiords . pilot 's decision continue visual rules area instrument meteorological conditions . contributing accident pilot 's inadequate weather evaluation faa 's inadequate surveillance commercial air tour operator .",9
", carrying 9 tons , 4 km runway attempting take domodedovo airport . slammed field shattering debris wide area .",9
